"common_name","num_observed","observed_on"
"Yellow Avens",1,"2020-05-24"
"yellow trout lily",4,"2020-05-24"
"American beech",1,"2020-05-25"
"American Black Currant",1,"2020-05-25"
"American cancer-root",1,"2020-05-25"
"American elm",1,"2020-05-25"
"American hazelnut",1,"2020-05-25"
"American hornbeam",1,"2020-05-25"
"American jumpseed",1,"2020-05-25"
"American water plantain",2,"2020-05-25"
"American white waterlily",1,"2020-05-25"
"Amur honeysuckle",1,"2020-05-25"
"aniseroot",1,"2020-05-25"
"annual fleabane",2,"2020-05-25"
"Annual Honesty",1,"2020-05-25"
"apple",1,"2020-05-25"
"Arrow-leaved Aster",1,"2020-05-25"
"Asian Bleeding-heart",1,"2020-05-25"
"autumn olive",4,"2020-05-25"
"balsam ragwort",2,"2020-05-25"
"bastard toadflax",1,"2020-05-25"
"bebb's willow",1,"2020-05-25"
"Bell's honeysuckle",1,"2020-05-25"
"bird's foot violet",1,"2020-05-25"
"bitter wintercress",7,"2020-05-25"
"black ash",1,"2020-05-25"
"black cherry",2,"2020-05-25"
"black chokeberry",2,"2020-05-25"
"black oak",1,"2020-05-25"
"black raspberry",3,"2020-05-25"
"bloodroot",1,"2020-05-25"
"blue cohosh",2,"2020-05-25"
"blue phlox",4,"2020-05-25"
"bluebead lily",2,"2020-05-25"
"Bogbean",1,"2020-05-25"
"boxelder maple",3,"2020-05-25"
"bristly buttercup",2,"2020-05-25"
"broad-leaved dock",1,"2020-05-25"
"broadleaf cattail",1,"2020-05-25"
"bur oak",1,"2020-05-25"
"Busy Lizzie",1,"2020-05-25"
"Butterfly bush",1,"2020-05-25"
"Canada mayflower",2,"2020-05-25"
"Canadian wood betony",1,"2020-05-25"
"carpet bugle",6,"2020-05-25"
"catchweed bedstraw",1,"2020-05-25"
"Catnip",1,"2020-05-25"
"celandine poppy",1,"2020-05-25"
"chokecherry",9,"2020-05-25"
"Christmas fern",2,"2020-05-25"
"cinnamon fern",1,"2020-05-25"
"common bracken",3,"2020-05-25"
"common buckthorn",3,"2020-05-25"
"common cinquefoil",1,"2020-05-25"
"common columbine",2,"2020-05-25"
"common comfrey",1,"2020-05-25"
"common cowparsnip",1,"2020-05-25"
"common dandelion",4,"2020-05-25"
"common evening-primrose",1,"2020-05-25"
"common hoptree",1,"2020-05-25"
"common jewelweed",1,"2020-05-25"
"common juniper",1,"2020-05-25"
"common lamb's-quarters",2,"2020-05-25"
"Common Lavender",1,"2020-05-25"
"common lilac",5,"2020-05-25"
"common milkweed",2,"2020-05-25"
"common motherwort",2,"2020-05-25"
"Common Pear",1,"2020-05-25"
"common serviceberry",1,"2020-05-25"
"common sneezeweed",1,"2020-05-25"
"common soapwort",1,"2020-05-25"
"common star-of-Bethlehem",5,"2020-05-25"
"common wrinkle-leaved goldenrod",1,"2020-05-25"
"common yarrow",2,"2020-05-25"
"corn speedwell",2,"2020-05-25"
"cream violet",2,"2020-05-25"
"cup plant",1,"2020-05-25"
"curled dock",2,"2020-05-25"
"Curly-leaf Pondweed",1,"2020-05-25"
"cypress spurge",1,"2020-05-25"
"dame's rocket",17,"2020-05-25"
"downy yellow violet",4,"2020-05-25"
"drooping trillium",1,"2020-05-25"
"dwarf cinquefoil",1,"2020-05-25"
"dwarf ginseng",1,"2020-05-25"
"Dwarf Iris",1,"2020-05-25"
"dwarf mallow",1,"2020-05-25"
"dwarf raspberry",1,"2020-05-25"
"early meadow-rue",1,"2020-05-25"
"eastern black walnut",1,"2020-05-25"
"eastern cottonwood",3,"2020-05-25"
"eastern redbud",1,"2020-05-25"
"eastern skunk cabbage",3,"2020-05-25"
"Eurasian water-milfoil",1,"2020-05-25"
"European ash",1,"2020-05-25"
"European lily of the valley",10,"2020-05-25"
"fall phlox",1,"2020-05-25"
"false Solomon's seal",2,"2020-05-25"
"fennel",1,"2020-05-25"
"field horsetail",1,"2020-05-25"
"flowering dogwood",4,"2020-05-25"
"foxglove beardtongue",2,"2020-05-25"
"fragrant bedstraw",1,"2020-05-25"
"fringed polygala",3,"2020-05-25"
"garden geranium",1,"2020-05-25"
"Garden Tulip",2,"2020-05-25"
"garlic mustard",2,"2020-05-25"
"Germander Speedwell",2,"2020-05-25"
"golden Alexander",3,"2020-05-25"
"golden ragwort",3,"2020-05-25"
"gray dogwood",1,"2020-05-25"
"great mullein",1,"2020-05-25"
"greater burdock",2,"2020-05-25"
"Greater celandine",4,"2020-05-25"
"greater periwinkle",1,"2020-05-25"
"green ash",1,"2020-05-25"
"ground-ivy",3,"2020-05-25"
"hairy beardtongue",2,"2020-05-25"
"hairy Solomon's-seal",1,"2020-05-25"
"Harlequin Lupine",1,"2020-05-25"
"henbit deadnettle",1,"2020-05-25"
"herb Robert",3,"2020-05-25"
"Hoary Mugwort",1,"2020-05-25"
"hoary puccoon",1,"2020-05-25"
"Hooked buttercup",1,"2020-05-25"
"Horse-chestnut",1,"2020-05-25"
"horseweed",1,"2020-05-25"
"Indian Cucumber Root",1,"2020-05-25"
"interior sandbar willow",1,"2020-05-25"
"Jack-in-the-pulpit",10,"2020-05-25"
"Japanese barberry",1,"2020-05-25"
"Japanese Cherry",1,"2020-05-25"
"Japanese maple",3,"2020-05-25"
"Japanese pachysandra",3,"2020-05-25"
"Japanese snowball",2,"2020-05-25"
"jetbead",2,"2020-05-25"
"large white trillium",5,"2020-05-25"
"lesser burdock",3,"2020-05-25"
"lesser periwinkle",1,"2020-05-25"
"marginal wood fern",1,"2020-05-25"
"marsh blue violet",1,"2020-05-25"
"marsh marigold",5,"2020-05-25"
"mayapple",14,"2020-05-25"
"meadow anemone",1,"2020-05-25"
"Meadow Crane's-bill",1,"2020-05-25"
"meadow hawkweed",2,"2020-05-25"
"mock strawberry",1,"2020-05-25"
"Morrow's honeysuckle",3,"2020-05-25"
"moss phlox",3,"2020-05-25"
"mouse-ear chickweed",2,"2020-05-25"
"musk thistle",1,"2020-05-25"
"nannyberry",1,"2020-05-25"
"narrow-leaved bittercress",1,"2020-05-25"
"nipplewort",1,"2020-05-25"
"nodding trillium",2,"2020-05-25"
"northern maidenhair fern",1,"2020-05-25"
"northern spicebush",2,"2020-05-25"
"northern whitecedar",1,"2020-05-25"
"Norway maple",1,"2020-05-25"
"Norway spruce",2,"2020-05-25"
"Orange-fruited Horse Gentian",1,"2020-05-25"
"orchard grass",1,"2020-05-25"
"Oregon grape",1,"2020-05-25"
"ostrich fern",4,"2020-05-25"
"oxeye daisy",1,"2020-05-25"
"pale Indian plantain",1,"2020-05-25"
"paper birch",1,"2020-05-25"
"Pennsylvania Bittercress",1,"2020-05-25"
"Perennial Cornflower",1,"2020-05-25"
"pignut hickory",1,"2020-05-25"
"Poet's Narcissus",1,"2020-05-25"
"poison ivy",8,"2020-05-25"
"prairie dock",1,"2020-05-25"
"prairie smoke",1,"2020-05-25"
"prickly ash",1,"2020-05-25"
"prickly gooseberry",1,"2020-05-25"
"Purple Cress",1,"2020-05-25"
"queen of the prairie",1,"2020-05-25"
"red baneberry",3,"2020-05-25"
"red clover",1,"2020-05-25"
"red columbine",6,"2020-05-25"
"red deadnettle",1,"2020-05-25"
"red maple",3,"2020-05-25"
"red osier dogwood",2,"2020-05-25"
"red trillium",1,"2020-05-25"
"red-seeded dandelion",1,"2020-05-25"
"ribwort plantain",1,"2020-05-25"
"riverbank grape",2,"2020-05-25"
"rose twisted-stalk",2,"2020-05-25"
"rue anemone",2,"2020-05-25"
"Salamander Algae",2,"2020-05-25"
"Saskatoon Serviceberry",1,"2020-05-25"
"sensitive fern",2,"2020-05-25"
"shady horsetail",1,"2020-05-25"
"sharp-lobed hepatica",1,"2020-05-25"
"Shasta Daisy",2,"2020-05-25"
"shepherd's-purse",2,"2020-05-25"
"Siberian elm",1,"2020-05-25"
"slender yellow woodsorrel",2,"2020-05-25"
"small-flowered buttercup",1,"2020-05-25"
"Small-flowered Crane's-bill",1,"2020-05-25"
"Smooth Meadow-grass",1,"2020-05-25"
"smooth shadbush",2,"2020-05-25"
"Spiked Speedwell",1,"2020-05-25"
"Spotted deadnettle",1,"2020-05-25"
"staghorn sumac",1,"2020-05-25"
"star-flowered lily-of-the-valley",4,"2020-05-25"
"stickseed",1,"2020-05-25"
"sugar maple",4,"2020-05-25"
"sugi",1,"2020-05-25"
"Sweet Woodruff",4,"2020-05-25"
"tamarack",1,"2020-05-25"
"Tatarian honeysuckle",6,"2020-05-25"
"thicket creeper",1,"2020-05-25"
"thyme-leaved speedwell",2,"2020-05-25"
"trembling aspen",1,"2020-05-25"
"tsutsusi azalea",1,"2020-05-25"
"tulip tree",1,"2020-05-25"
"tussock sedge",1,"2020-05-25"
"Two-leaved Toothwort",1,"2020-05-25"
"twoleaf miterwort",1,"2020-05-25"
"Virginia creeper",1,"2020-05-25"
"Virginia waterleaf",3,"2020-05-25"
"Wallflower",1,"2020-05-25"
"water forget-me-not",1,"2020-05-25"
"watercress",1,"2020-05-25"
"western poison ivy",1,"2020-05-25"
"white baneberry",3,"2020-05-25"
"white campion",3,"2020-05-25"
"white oak",1,"2020-05-25"
"white stonecrop",1,"2020-05-25"
"white vervain",1,"2020-05-25"
"white willow",1,"2020-05-25"
"wild calla",1,"2020-05-25"
"wild daffodil",1,"2020-05-25"
"wild geranium",16,"2020-05-25"
"Wild Leek",1,"2020-05-25"
"wild parsnip",1,"2020-05-25"
"Wild Rosemary",1,"2020-05-25"
"wild sarsaparilla",1,"2020-05-25"
"Wild strawberry",2,"2020-05-25"
"winged euonymus",1,"2020-05-25"
"wood anemone",3,"2020-05-25"
"Wood Forget-me-not",1,"2020-05-25"
"woolly sedge",1,"2020-05-25"
"Wych Elm",1,"2020-05-25"
"yellow buckeye",1,"2020-05-25"
"yellow lady's slipper",1,"2020-05-25"
"yellow salsify",2,"2020-05-25"
"yellow star grass",1,"2020-05-25"
"yellow wakerobin",1,"2020-05-25"
"alder buckthorn",1,"2020-05-26"
"Alderleaf Buckthorn",1,"2020-05-26"
"American Black Currant",1,"2020-05-26"
"American black elderberry",1,"2020-05-26"
"American cancer-root",1,"2020-05-26"
"American fly-honeysuckle",1,"2020-05-26"
"American hazelnut",1,"2020-05-26"
"American pokeweed",3,"2020-05-26"
"American wisteria",1,"2020-05-26"
"American witch-hazel",1,"2020-05-26"
"Annual Honesty",3,"2020-05-26"
"Annual Meadow-grass",2,"2020-05-26"
"Arctic Butterbur",1,"2020-05-26"
"arrowleaf violet",1,"2020-05-26"
"autumn olive",6,"2020-05-26"
"balsam ragwort",1,"2020-05-26"
"basswood",3,"2020-05-26"
"Beet",1,"2020-05-26"
"Bird Cherry",1,"2020-05-26"
"bitter wintercress",3,"2020-05-26"
"black cherry",2,"2020-05-26"
"black raspberry",1,"2020-05-26"
"bladder sedge",1,"2020-05-26"
"bloodroot",2,"2020-05-26"
"bluebead lily",1,"2020-05-26"
"bog myrtle",1,"2020-05-26"
"boxelder maple",2,"2020-05-26"
"Bread Wheat",1,"2020-05-26"
"broad-leaved dock",1,"2020-05-26"
"broadleaf enchanter's nightshade",1,"2020-05-26"
"broom moss",1,"2020-05-26"
"bulbous cress",1,"2020-05-26"
"California woodsorrel",1,"2020-05-26"
"Canada mayflower",2,"2020-05-26"
"Canadian yew",1,"2020-05-26"
"Carolina crane's-bill",1,"2020-05-26"
"carpet bugle",1,"2020-05-26"
"Catnip",1,"2020-05-26"
"celandine poppy",1,"2020-05-26"
"checkered rattlesnake plantain",1,"2020-05-26"
"Chives",3,"2020-05-26"
"common blue violet",2,"2020-05-26"
"common buckthorn",3,"2020-05-26"
"common comfrey",1,"2020-05-26"
"common dandelion",4,"2020-05-26"
"common jewelweed",1,"2020-05-26"
"common lilac",1,"2020-05-26"
"common milkweed",1,"2020-05-26"
"common pawpaw",1,"2020-05-26"
"common serviceberry",1,"2020-05-26"
"common soliva",1,"2020-05-26"
"common star-of-Bethlehem",8,"2020-05-26"
"corn speedwell",2,"2020-05-26"
"creeping Jenny",1,"2020-05-26"
"Creeping Snowberry",1,"2020-05-26"
"creeping thistle",1,"2020-05-26"
"cypress spurge",2,"2020-05-26"
"dame's rocket",8,"2020-05-26"
"Dark Columbine",2,"2020-05-26"
"Dwarf Lake Iris",1,"2020-05-26"
"eastern black walnut",1,"2020-05-26"
"eastern redcedar",1,"2020-05-26"
"eastern skunk cabbage",2,"2020-05-26"
"Eastern Teaberry",2,"2020-05-26"
"eastern white pine",3,"2020-05-26"
"European lily of the valley",3,"2020-05-26"
"European swallow-wort",1,"2020-05-26"
"false Solomon's seal",4,"2020-05-26"
"fan clubmoss",1,"2020-05-26"
"field forget-me-not",1,"2020-05-26"
"field horsetail",1,"2020-05-26"
"field penny-cress",1,"2020-05-26"
"Field Pussytoes",1,"2020-05-26"
"Field woundwort",1,"2020-05-26"
"fire cherry",2,"2020-05-26"
"fireweed",1,"2020-05-26"
"Flowering Almond",1,"2020-05-26"
"flowering dogwood",2,"2020-05-26"
"fringed polygala",3,"2020-05-26"
"Garden Tulip",1,"2020-05-26"
"garlic mustard",5,"2020-05-26"
"Goatsbeard",1,"2020-05-26"
"golden Alexander",1,"2020-05-26"
"Goutweed",1,"2020-05-26"
"Great Willowherb",1,"2020-05-26"
"greater burdock",2,"2020-05-26"
"Greater celandine",1,"2020-05-26"
"greater plantain",1,"2020-05-26"
"green ash",1,"2020-05-26"
"ground-ivy",3,"2020-05-26"
"hairy puccoon",1,"2020-05-26"
"hairy Solomon's-seal",1,"2020-05-26"
"hairy sweet cicely",1,"2020-05-26"
"heartleaf foamflower",2,"2020-05-26"
"Heartleaf Twayblade",1,"2020-05-26"
"heath speedwell",1,"2020-05-26"
"horseweed",1,"2020-05-26"
"hound's-tongue",1,"2020-05-26"
"intermediate wood fern",2,"2020-05-26"
"interrupted clubmoss",1,"2020-05-26"
"Jack-in-the-pulpit",1,"2020-05-26"
"Japanese barberry",1,"2020-05-26"
"Japanese honeysuckle",1,"2020-05-26"
"Japanese snowball",1,"2020-05-26"
"jetbead",1,"2020-05-26"
"kidneyleaf white violet",1,"2020-05-26"
"land cress",1,"2020-05-26"
"large white trillium",3,"2020-05-26"
"long beech fern",1,"2020-05-26"
"maidenhair spleenwort",1,"2020-05-26"
"marsh marigold",2,"2020-05-26"
"mayapple",3,"2020-05-26"
"meadow buttercup",1,"2020-05-26"
"meadow hawkweed",1,"2020-05-26"
"Mezereon",1,"2020-05-26"
"Morrow's honeysuckle",3,"2020-05-26"
"Mountain Maple",1,"2020-05-26"
"narrow-leaved cattail",1,"2020-05-26"
"northern oak fern",3,"2020-05-26"
"northern redcurrant",1,"2020-05-26"
"northern small yellow lady's slipper",1,"2020-05-26"
"northern whitecedar",1,"2020-05-26"
"Norway maple",1,"2020-05-26"
"Norway spruce",1,"2020-05-26"
"Oakleaf Fleabane",1,"2020-05-26"
"Orange Coneflower",1,"2020-05-26"
"orchard grass",1,"2020-05-26"
"paper birch",1,"2020-05-26"
"Perennial Cornflower",1,"2020-05-26"
"Philadelphia fleabane",1,"2020-05-26"
"pineapple-weed",1,"2020-05-26"
"pipsissewa",5,"2020-05-26"
"Plains fleabane",1,"2020-05-26"
"Poet's Narcissus",1,"2020-05-26"
"poison hemlock",1,"2020-05-26"
"poison ivy",6,"2020-05-26"
"Purple Wood Sage",1,"2020-05-26"
"red baneberry",1,"2020-05-26"
"red columbine",7,"2020-05-26"
"Red horse-chestnut",2,"2020-05-26"
"red maple",1,"2020-05-26"
"red osier dogwood",1,"2020-05-26"
"red pine",1,"2020-05-26"
"red-berried elder",1,"2020-05-26"
"ribwort plantain",1,"2020-05-26"
"rice cutgrass",1,"2020-05-26"
"rock polypody",1,"2020-05-26"
"Sand Bittercress",1,"2020-05-26"
"Scots pine",1,"2020-05-26"
"sensitive fern",2,"2020-05-26"
"shagbark hickory",1,"2020-05-26"
"shining clubmoss",2,"2020-05-26"
"silver maple",1,"2020-05-26"
"slender yellow woodsorrel",1,"2020-05-26"
"slippery elm",1,"2020-05-26"
"small white leek",1,"2020-05-26"
"small-flowered buttercup",1,"2020-05-26"
"southern arrowwood",1,"2020-05-26"
"spinulose wood fern",1,"2020-05-26"
"spreading dogbane",1,"2020-05-26"
"stag's-horn clubmoss",4,"2020-05-26"
"staghorn sumac",1,"2020-05-26"
"star-flowered lily-of-the-valley",2,"2020-05-26"
"starflower",4,"2020-05-26"
"striped maple",4,"2020-05-26"
"sundial lupine",1,"2020-05-26"
"Swamp Onion",1,"2020-05-26"
"Sweet Mock Orange",1,"2020-05-26"
"Tatarian honeysuckle",4,"2020-05-26"
"thimbleberry",2,"2020-05-26"
"thyme-leaved speedwell",1,"2020-05-26"
"trailing arbutus",3,"2020-05-26"
"trembling aspen",1,"2020-05-26"
"tsutsusi azalea",1,"2020-05-26"
"Van Houtte's Spiraea",1,"2020-05-26"
"Virginia creeper",3,"2020-05-26"
"Virginia strawberry",2,"2020-05-26"
"Virginia waterleaf",1,"2020-05-26"
"Wallflower",1,"2020-05-26"
"Western Rattlesnake Plantain",1,"2020-05-26"
"white ash",1,"2020-05-26"
"white clover",4,"2020-05-26"
"white mulberry",2,"2020-05-26"
"white oak",1,"2020-05-26"
"wild asparagus",1,"2020-05-26"
"wild calla",1,"2020-05-26"
"wild geranium",8,"2020-05-26"
"Wild Leek",2,"2020-05-26"
"Wild Mustard",1,"2020-05-26"
"wild sarsaparilla",1,"2020-05-26"
"Wild strawberry",1,"2020-05-26"
"willow oak",1,"2020-05-26"
"Wood Avens",2,"2020-05-26"
"Wood Forget-me-not",1,"2020-05-26"
"wood horsetail",1,"2020-05-26"
"woodland sunflower",1,"2020-05-26"
"Wych Elm",1,"2020-05-26"
"yellow salsify",1,"2020-05-26"
"Air Plant",1,"2020-05-27"
"alder buckthorn",1,"2020-05-27"
"alfalfa",1,"2020-05-27"
"alternate-leaved dogwood",1,"2020-05-27"
"American cancer-root",1,"2020-05-27"
"American hophornbeam",1,"2020-05-27"
"American plantain",1,"2020-05-27"
"American sweetgum",1,"2020-05-27"
"American yellowrocket",1,"2020-05-27"
"Amur Maple",1,"2020-05-27"
"Andrews' Lady-slipper",1,"2020-05-27"
"aniseroot",1,"2020-05-27"
"Annual Meadow-grass",1,"2020-05-27"
"apple",3,"2020-05-27"
"autumn olive",6,"2020-05-27"
"awl-fruited sedge",1,"2020-05-27"
"basswood",2,"2020-05-27"
"bearberry",1,"2020-05-27"
"Bearded iris",2,"2020-05-27"
"Bell's honeysuckle",1,"2020-05-27"
"bitter wintercress",2,"2020-05-27"
"bittersweet nightshade",1,"2020-05-27"
"black ash",2,"2020-05-27"
"black cherry",3,"2020-05-27"
"black medick",2,"2020-05-27"
"Black Mustard",1,"2020-05-27"
"black raspberry",1,"2020-05-27"
"bloodroot",1,"2020-05-27"
"Blue Anemone",1,"2020-05-27"
"blue cohosh",1,"2020-05-27"
"blue phlox",3,"2020-05-27"
"blue wild indigo",1,"2020-05-27"
"bluebead lily",1,"2020-05-27"
"bluntleaf sandwort",2,"2020-05-27"
"bottlebrush sedge",2,"2020-05-27"
"boxelder maple",2,"2020-05-27"
"broad-leaved dock",1,"2020-05-27"
"Brown-eyed Susan",1,"2020-05-27"
"Buxbaum's sedge",1,"2020-05-27"
"cabbage",2,"2020-05-27"
"Canada goldenrod",1,"2020-05-27"
"Canada mayflower",1,"2020-05-27"
"Canada violet",2,"2020-05-27"
"Carolina Vetch",1,"2020-05-27"
"carpet bugle",1,"2020-05-27"
"Caucasian Stonecrop",1,"2020-05-27"
"chinkapin oak",1,"2020-05-27"
"Chives",1,"2020-05-27"
"clustered black snakeroot",1,"2020-05-27"
"Coleus",1,"2020-05-27"
"common bracken",1,"2020-05-27"
"common buckthorn",3,"2020-05-27"
"common cinquefoil",1,"2020-05-27"
"common columbine",1,"2020-05-27"
"common comfrey",1,"2020-05-27"
"common cowparsnip",2,"2020-05-27"
"common evening-primrose",3,"2020-05-27"
"common hoptree",1,"2020-05-27"
"common jewelweed",2,"2020-05-27"
"common lamb's-quarters",1,"2020-05-27"
"common lilac",5,"2020-05-27"
"common milkweed",3,"2020-05-27"
"common motherwort",1,"2020-05-27"
"common pawpaw",1,"2020-05-27"
"common peony",2,"2020-05-27"
"common serviceberry",1,"2020-05-27"
"common snowdrop",1,"2020-05-27"
"Common Sow-thistle",1,"2020-05-27"
"Common Vetch",1,"2020-05-27"
"common yarrow",1,"2020-05-27"
"corn speedwell",3,"2020-05-27"
"cream violet",1,"2020-05-27"
"Creeping buttercup",1,"2020-05-27"
"curled dock",1,"2020-05-27"
"cursed crowfoot",1,"2020-05-27"
"daisy fleabane",1,"2020-05-27"
"dame's rocket",19,"2020-05-27"
"dappled willow",1,"2020-05-27"
"downy yellow violet",2,"2020-05-27"
"dwarf ginseng",1,"2020-05-27"
"eastern cottonwood",1,"2020-05-27"
"eastern redbud",1,"2020-05-27"
"eastern redcedar",1,"2020-05-27"
"eastern white pine",1,"2020-05-27"
"European dewberry",1,"2020-05-27"
"European Hornbeam",1,"2020-05-27"
"European lily of the valley",6,"2020-05-27"
"false Solomon's seal",3,"2020-05-27"
"field horsetail",1,"2020-05-27"
"field peppergrass",2,"2020-05-27"
"field wormwood",1,"2020-05-27"
"fire cherry",3,"2020-05-27"
"flowering dogwood",2,"2020-05-27"
"fringed polygala",3,"2020-05-27"
"fringed sedge",1,"2020-05-27"
"garden parsley",1,"2020-05-27"
"garlic mustard",2,"2020-05-27"
"golden Alexander",3,"2020-05-27"
"golden ragwort",4,"2020-05-27"
"great mullein",1,"2020-05-27"
"great waterleaf",2,"2020-05-27"
"greater plantain",1,"2020-05-27"
"grey alder",1,"2020-05-27"
"ground-ivy",5,"2020-05-27"
"hairy Solomon's-seal",1,"2020-05-27"
"Hedge mustard",1,"2020-05-27"
"herb Robert",2,"2020-05-27"
"Hooked buttercup",2,"2020-05-27"
"Horse-chestnut",1,"2020-05-27"
"Indian Cucumber Root",1,"2020-05-27"
"interrupted fern",3,"2020-05-27"
"island broom",1,"2020-05-27"
"Jack-in-the-pulpit",4,"2020-05-27"
"Japanese Kerria",1,"2020-05-27"
"Japanese knotweed",1,"2020-05-27"
"Japanese Quince",1,"2020-05-27"
"lake sedge",1,"2020-05-27"
"large white trillium",1,"2020-05-27"
"large yellow lady's-slipper",1,"2020-05-27"
"large-leaved aster",1,"2020-05-27"
"largeflower bellwort",1,"2020-05-27"
"lettuce",1,"2020-05-27"
"marsh blue violet",2,"2020-05-27"
"marsh fern",1,"2020-05-27"
"marsh marigold",3,"2020-05-27"
"Marsh parsley",1,"2020-05-27"
"mayapple",2,"2020-05-27"
"meadow hawkweed",1,"2020-05-27"
"meadow salsify",1,"2020-05-27"
"mock strawberry",1,"2020-05-27"
"Morrow's honeysuckle",1,"2020-05-27"
"Mountain Azalea",1,"2020-05-27"
"mouse-ear chickweed",1,"2020-05-27"
"nannyberry",1,"2020-05-27"
"Nerveless Woodland Sedge",1,"2020-05-27"
"nodding trillium",1,"2020-05-27"
"northern oak fern",1,"2020-05-27"
"northern red oak",1,"2020-05-27"
"Northern Shorthusk",1,"2020-05-27"
"northern small yellow lady's slipper",4,"2020-05-27"
"orange day-lily",1,"2020-05-27"
"orchard grass",1,"2020-05-27"
"Oriental Poppy",1,"2020-05-27"
"ostrich fern",1,"2020-05-27"
"oxeye daisy",2,"2020-05-27"
"Pennsylvania Bittercress",1,"2020-05-27"
"Peppermint",1,"2020-05-27"
"Philadelphia fleabane",6,"2020-05-27"
"pin oak",1,"2020-05-27"
"pink lady's slipper",1,"2020-05-27"
"poison ivy",2,"2020-05-27"
"prairie trillium",1,"2020-05-27"
"prickly gooseberry",1,"2020-05-27"
"purple coneflower",1,"2020-05-27"
"purple oat",1,"2020-05-27"
"Purslane Speedwell",1,"2020-05-27"
"rattlesnake fern",1,"2020-05-27"
"Red Azalea",1,"2020-05-27"
"red baneberry",2,"2020-05-27"
"red clover",2,"2020-05-27"
"red columbine",3,"2020-05-27"
"Red horse-chestnut",1,"2020-05-27"
"red maple",2,"2020-05-27"
"red osier dogwood",2,"2020-05-27"
"red-seeded dandelion",1,"2020-05-27"
"reed canary grass",1,"2020-05-27"
"ribwort plantain",1,"2020-05-27"
"riverbank grape",1,"2020-05-27"
"rose twisted-stalk",1,"2020-05-27"
"rough cinquefoil",1,"2020-05-27"
"sassafras",1,"2020-05-27"
"sensitive fern",3,"2020-05-27"
"shepherd's-purse",1,"2020-05-27"
"shrubby cinquefoil",1,"2020-05-27"
"slender yellow woodsorrel",2,"2020-05-27"
"Snapdragon",1,"2020-05-27"
"southern crabapple",2,"2020-05-27"
"Spanish Bluebell",1,"2020-05-27"
"spatterdock",1,"2020-05-27"
"squirrel corn",2,"2020-05-27"
"star-flowered lily-of-the-valley",2,"2020-05-27"
"starflower",4,"2020-05-27"
"stinging nettle",1,"2020-05-27"
"sugar maple",1,"2020-05-27"
"Swamp Saxifrage",3,"2020-05-27"
"swamp white oak",1,"2020-05-27"
"Tatarian honeysuckle",1,"2020-05-27"
"thicket creeper",1,"2020-05-27"
"thimbleberry",1,"2020-05-27"
"thyme-leaved speedwell",1,"2020-05-27"
"tiger lily",1,"2020-05-27"
"twoleaf miterwort",1,"2020-05-27"
"upright yellow woodsorrel",1,"2020-05-27"
"variegated pond-lily",1,"2020-05-27"
"Virginia spring beauty",1,"2020-05-27"
"Virginia waterleaf",2,"2020-05-27"
